title,code,type,last update of data,last table structure change,data start,data end,start_year,start_period,end_year,end_period,domain
"Annual earnings by quantiles and contractual working time - NACE Rev. 2, B-S excluding O (2022)",EARN_SES22_ADECI,dataset,2025-02-12 22:00:00+00:00,2025-02-12 22:00:00+00:00,2022,2022,2022.0,,2022.0,,EARN
Freight and mail air transport routes between partner airports and main airports in Denmark,AVIA_GOR_DK,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1998,2024-Q4,1998.0,,2024.0,Q4,AVIA
Hourly earnings by economic activity and contractual working time (2022),EARN_SES22_HFTPT,dataset,2025-02-12 22:00:00+00:00,2025-02-12 22:00:00+00:00,2022,2022,2022.0,,2022.0,,EARN
Freight and mail air transport routes between partner airports and main airports in Estonia,AVIA_GOR_EE,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,2001,2024-Q3,2001.0,,2024.0,Q3,AVIA
"Monthly earnings by economic control - NACE Rev. 2, B-S excluding O (2022)",EARN_SES22_MCTRL,dataset,2025-02-12 22:00:00+00:00,2025-02-12 22:00:00+00:00,2022,2022,2022.0,,2022.0,,EARN
Freight and mail air transport routes between partner airports and main airports in Greece,AVIA_GOR_EL,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2024-Q2,1993.0,,2024.0,Q2,AVIA
"Monthly earnings by quantiles and contractual working time - NACE Rev. 2, B-S excluding O (2022)",EARN_SES22_MDECI,dataset,2025-02-12 22:00:00+00:00,2025-02-12 22:00:00+00:00,2022,2022,2022.0,,2022.0,,EARN
Freight and mail air transport routes between partner airports and main airports in Spain,AVIA_GOR_ES,dataset,2025-04-07 21:00:00+00:00,2025-02-17 22:00:00+00:00,1993,2024-Q4,1993.0,,2024.0,Q4,AVIA
"Mean annual earnings by NUTS 1 region - NACE Rev. 2, B-S excluding O (2022)",EARN_SES22_RANN,dataset,2025-02-12 22:00:00+00:00,2025-02-12 22:00:00+00:00,2022,2022,2022.0,,2022.0,,EARN
Freight and mail air transport routes between partner airports and main airports in Finland,AVIA_GOR_FI,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,1997,2024-Q4,1997.0,,2024.0,Q4,AVIA
"Mean hourly earnings by NUTS 1 region - NACE Rev. 2, B-S excluding O (2022)",EARN_SES22_RHR,dataset,2025-02-12 22:00:00+00:00,2025-02-12 22:00:00+00:00,2022,2022,2022.0,,2022.0,,EARN
Freight and mail air transport routes between partner airports and main airports in France,AVIA_GOR_FR,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,1993,2024-Q3,1993.0,,2024.0,Q3,AVIA
Freight and mail air transport routes between partner airports and main airports in Croatia,AVIA_GOR_HR,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,2008,2024-Q4,2008.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Hungary,AVIA_GOR_HU,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,2001,2024-Q4,2001.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Ireland,AVIA_GOR_IE,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,1993,2024-Q3,1993.0,,2024.0,Q3,AVIA
Freight and mail air transport routes between partner airports and main airports in Iceland,AVIA_GOR_IS,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,2003,2024-Q4,2003.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Italy,AVIA_GOR_IT,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2024-Q3,1993.0,,2024.0,Q3,AVIA
Freight and mail air transport routes between partner airports and main airports in Lithuania,AVIA_GOR_LT,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,2003,2024-Q4,2003.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Luxembourg,AVIA_GOR_LU,dataset,2025-02-18 22:00:00+00:00,2025-02-18 22:00:00+00:00,1994,2024-Q4,1994.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Latvia,AVIA_GOR_LV,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,2001,2024-Q4,2001.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Montenegro,AVIA_GOR_ME,dataset,2024-11-22 10:00:00+00:00,2024-11-22 10:00:00+00:00,2016,2023-Q4,2016.0,,2023.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in North Macedonia,AVIA_GOR_MK,dataset,2024-11-26 22:00:00+00:00,2024-11-26 22:00:00+00:00,2015,2023-Q4,2015.0,,2023.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Malta,AVIA_GOR_MT,dataset,2024-12-11 22:00:00+00:00,2024-12-11 22:00:00+00:00,2002,2024-Q3,2002.0,,2024.0,Q3,AVIA
Freight and mail air transport routes between partner airports and main airports in the Netherlands,AVIA_GOR_NL,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2024-Q4,1993.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Norway,AVIA_GOR_NO,dataset,2025-04-07 21:00:00+00:00,2025-02-17 22:00:00+00:00,1999,2024-Q3,1999.0,,2024.0,Q3,AVIA
Freight and mail air transport routes between partner airports and main airports in Poland,AVIA_GOR_PL,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,2004,2024-Q4,2004.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Portugal,AVIA_GOR_PT,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,1993,2024-Q3,1993.0,,2024.0,Q3,AVIA
Freight and mail air transport routes between partner airports and main airports in Romania,AVIA_GOR_RO,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,2001,2024-Q3,2001.0,,2024.0,Q3,AVIA
Freight and mail air transport routes between partner airports and main airports in Serbia,AVIA_GOR_RS,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,2016,2024-Q4,2016.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Sweden,AVIA_GOR_SE,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,2003,2024-Q3,2003.0,,2024.0,Q3,AVIA
Freight and mail air transport routes between partner airports and main airports in Slovenia,AVIA_GOR_SI,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,2004,2024-Q4,2004.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Slovakia,AVIA_GOR_SK,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,2001,2024-Q4,2001.0,,2024.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in Türkiye,AVIA_GOR_TR,dataset,2024-10-10 21:00:00+00:00,2024-10-10 21:00:00+00:00,2023,2023-Q4,2023.0,,2023.0,Q4,AVIA
Freight and mail air transport routes between partner airports and main airports in the United Kingdom,AVIA_GOR_UK,dataset,2024-05-17 21:00:00+00:00,2024-05-17 21:00:00+00:00,1993,2020-Q3,1993.0,,2020.0,Q3,AVIA
Commercial airports by type,AVIA_IF_ARP,dataset,2025-03-18 22:00:00+00:00,2025-01-27 22:00:00+00:00,2001,2023,2001.0,,2023.0,,AVIA
Airport connections to transport infrastructure,AVIA_IF_ARP_CO,dataset,2025-01-27 22:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2023,2003.0,,2023.0,,AVIA
Airport infrastructures by type,AVIA_IF_TYP,dataset,2025-01-27 22:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2023,2003.0,,2023.0,,AVIA
International extra-EU air passenger transport between main airports and partner world region and countries,AVIA_PAEXAC,dataset,2025-04-17 21:00:00+00:00,2025-04-17 21:00:00+00:00,1993,2025-02,1993.0,,2025.0,02,AVIA
International extra-EU air passenger transport by reporting country and partner world region and countries,AVIA_PAEXCC,dataset,2025-04-17 21:00:00+00:00,2025-04-17 21:00:00+00:00,1993,2025-02,1993.0,,2025.0,02,AVIA
International intra-EU air passenger transport between main airports and EU partner countries,AVIA_PAINAC,dataset,2025-04-17 21:00:00+00:00,2025-04-17 21:00:00+00:00,1993,2025-02,1993.0,,2025.0,02,AVIA
International intra-EU air passenger transport by reporting country and EU partner country,AVIA_PAINCC,dataset,2025-04-17 21:00:00+00:00,2025-04-17 21:00:00+00:00,1993,2025-02,1993.0,,2025.0,02,AVIA
National air passenger transport by main airports,AVIA_PANA,dataset,2025-04-17 21:00:00+00:00,2025-04-17 21:00:00+00:00,1993,2025-02,1993.0,,2025.0,02,AVIA
National air passenger transport by reporting country,AVIA_PANC,dataset,2025-04-17 21:00:00+00:00,2025-04-17 21:00:00+00:00,1993,2025-02,1993.0,,2025.0,02,AVIA
"Air passenger transport by type of schedule, transport coverage and main airports",AVIA_PAOA,dataset,2025-04-17 21:00:00+00:00,2025-04-17 21:00:00+00:00,1993,2025-02,1993.0,,2025.0,02,AVIA
Air passenger transport between main airports and partner reporting countries,AVIA_PAOAC,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2025-01,1993.0,,2025.0,01,AVIA
"Air passenger transport by type of schedule, transport coverage and country",AVIA_PAOC,dataset,2025-04-17 21:00:00+00:00,2025-04-17 21:00:00+00:00,1993,2025-02,1993.0,,2025.0,02,AVIA
Air passenger transport between reporting countries,AVIA_PAOCC,dataset,2025-04-17 21:00:00+00:00,2025-04-17 21:00:00+00:00,1993,2025-02,1993.0,,2025.0,02,AVIA
"Air passenger transport by aircraft model, distance bands and transport coverage",AVIA_PAODIS,dataset,2024-12-06 10:00:00+00:00,2024-12-06 10:00:00+00:00,2008,2023,2008.0,,2023.0,,AVIA
Air passenger transport routes between partner airports and main airports in Austria,AVIA_PAR_AT,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2025-01,1993.0,,2025.0,01,AVIA
Air passenger transport routes between partner airports and main airports in Bosnia and Herzegovina,AVIA_PAR_BA,dataset,2024-09-11 21:00:00+00:00,2024-09-11 21:00:00+00:00,2021,2022-Q4,2021.0,,2022.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in Belgium,AVIA_PAR_BE,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2024-Q4,1993.0,,2024.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in Bulgaria,AVIA_PAR_BG,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,2007,2024-Q4,2007.0,,2024.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in Switzerland,AVIA_PAR_CH,dataset,2024-12-11 22:00:00+00:00,2024-12-11 22:00:00+00:00,1993,2024-Q3,1993.0,,2024.0,Q3,AVIA
Air passenger transport routes between partner airports and main airports in Cyprus,AVIA_PAR_CY,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,2001,2024-Q4,2001.0,,2024.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in Czechia,AVIA_PAR_CZ,dataset,2024-12-11 22:00:00+00:00,2024-12-11 22:00:00+00:00,2002,2024-Q2,2002.0,,2024.0,Q2,AVIA
Air passenger transport routes between partner airports and main airports in Germany,AVIA_PAR_DE,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2025-01,1993.0,,2025.0,01,AVIA
Air passenger transport routes between partner airports and main airports in Denmark,AVIA_PAR_DK,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2024-Q4,1993.0,,2024.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in Estonia,AVIA_PAR_EE,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,2001,2024-Q3,2001.0,,2024.0,Q3,AVIA
Air passenger transport routes between partner airports and main airports in Greece,AVIA_PAR_EL,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2024-Q2,1993.0,,2024.0,Q2,AVIA
Air passenger transport routes between partner airports and main airports in Spain,AVIA_PAR_ES,dataset,2025-04-07 21:00:00+00:00,2025-02-17 22:00:00+00:00,1993,2024-Q4,1993.0,,2024.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in Finland,AVIA_PAR_FI,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,1997,2024-Q4,1997.0,,2024.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in France,AVIA_PAR_FR,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,1993,2024-Q3,1993.0,,2024.0,Q3,AVIA
Air passenger transport routes between partner airports and main airports in Croatia,AVIA_PAR_HR,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,2008,2024-Q4,2008.0,,2024.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in Hungary,AVIA_PAR_HU,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,2001,2024-Q4,2001.0,,2024.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in Ireland,AVIA_PAR_IE,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,1993,2024-Q3,1993.0,,2024.0,Q3,AVIA
Air passenger transport routes between partner airports and main airports in Iceland,AVIA_PAR_IS,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,2003,2024-Q4,2003.0,,2024.0,Q4,AVIA
Cost of CVT courses by type and NACE Rev. 2 activity - % of total labour cost of all enterprises,TRNG_CVT_16N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Air passenger transport routes between partner airports and main airports in Italy,AVIA_PAR_IT,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2024-Q3,1993.0,,2024.0,Q3,AVIA
Air passenger transport routes between partner airports and main airports in  Lithuania,AVIA_PAR_LT,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,2003,2024-Q4,2003.0,,2024.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in Luxembourg,AVIA_PAR_LU,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,1993,2024-Q4,1993.0,,2024.0,Q4,AVIA
Cost of CVT courses by type and size class - % of total labour cost of all enterprises,TRNG_CVT_16S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Air passenger transport routes between partner airports and main airports in Latvia,AVIA_PAR_LV,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,2001,2024-Q4,2001.0,,2024.0,Q4,AVIA
Cost of CVT courses by type and NACE Rev 1.1 activity - cost per person employed in all enterprises,TRNG_CVT_17N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Air passenger transport routes between partner airports and main airports in Montenegro,AVIA_PAR_ME,dataset,2024-11-26 22:00:00+00:00,2024-11-26 22:00:00+00:00,2016,2023-Q4,2016.0,,2023.0,Q4,AVIA
Cost of CVT courses by type and NACE Rev. 2 activity - cost per person employed in all enterprises,TRNG_CVT_17N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Air passenger transport routes between partner airports and main airports in North Macedonia,AVIA_PAR_MK,dataset,2024-11-26 22:00:00+00:00,2024-11-26 22:00:00+00:00,2015,2023-Q4,2015.0,,2023.0,Q4,AVIA
Cost of CVT courses by type and size class - cost per person employed in all enterprises,TRNG_CVT_17S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Air passenger transport routes between partner airports and main airports in Malta,AVIA_PAR_MT,dataset,2024-12-11 22:00:00+00:00,2024-12-11 22:00:00+00:00,2001,2024-Q3,2001.0,,2024.0,Q3,AVIA
Cost of CVT courses by type and NACE Rev 1.1 activity - cost per person employed in enterprises providing CVT courses,TRNG_CVT_18N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Air passenger transport routes between partner airports and main airports in the Netherlands,AVIA_PAR_NL,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2024-Q4,1993.0,,2024.0,Q4,AVIA
Cost of CVT courses by type and NACE Rev. 2 activity - cost per person employed in enterprises providing CVT courses,TRNG_CVT_18N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Air passenger transport routes between partner airports and main airports in Norway,AVIA_PAR_NO,dataset,2025-04-07 21:00:00+00:00,2025-02-17 22:00:00+00:00,1999,2024-Q3,1999.0,,2024.0,Q3,AVIA
Cost of CVT courses by type and size class - cost per person employed in enterprises providing CVT courses,TRNG_CVT_18S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Air passenger transport routes between partner airports and main airports in Poland,AVIA_PAR_PL,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,2004,2024-Q4,2004.0,,2024.0,Q4,AVIA
Air passenger transport routes between partner airports and main airports in Portugal,AVIA_PAR_PT,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,1993,2024-Q3,1993.0,,2024.0,Q3,AVIA
Cost of CVT courses by type and NACE Rev. 1.1 activity - cost per participant,TRNG_CVT_19N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Air passenger transport routes between partner airports and main airports in Romania,AVIA_PAR_RO,dataset,2025-02-17 22:00:00+00:00,2025-02-17 22:00:00+00:00,2001,2024-Q3,2001.0,,2024.0,Q3,AVIA
Cost of CVT courses by type and NACE Rev. 2 activity - cost per participant,TRNG_CVT_19N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Air passenger transport routes between partner airports and main airports in Serbia,AVIA_PAR_RS,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,2016,2024-Q4,2016.0,,2024.0,Q4,AVIA
Cost of CVT courses by type and size class - cost per participant,TRNG_CVT_19S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Air passenger transport routes between partner airports and main airports in Sweden,AVIA_PAR_SE,dataset,2025-04-07 21:00:00+00:00,2025-04-07 21:00:00+00:00,1993,2024-Q3,1993.0,,2024.0,Q3,AVIA
Cost of CVT courses by type and NACE Rev. 1.1 activity - cost per training hour,TRNG_CVT_20N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Air passenger transport routes between partner airports and main airports in Slovenia,AVIA_PAR_SI,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,2004,2024-Q4,2004.0,,2024.0,Q4,AVIA
Cost of CVT courses by type and NACE Rev. 2 activity - cost per training hour,TRNG_CVT_20N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Air passenger transport routes between partner airports and main airports in Slovakia,AVIA_PAR_SK,dataset,2025-03-17 22:00:00+00:00,2025-03-17 22:00:00+00:00,2001,2024-Q4,2001.0,,2024.0,Q4,AVIA
Cost of CVT courses by type and size class - cost per training hour,TRNG_CVT_20S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Air passenger transport routes between partner airports and main airports in Türkiye,AVIA_PAR_TR,dataset,2024-08-29 21:00:00+00:00,2024-07-22 21:00:00+00:00,2012,2023-Q4,2012.0,,2023.0,Q4,AVIA
Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per 1000 hours worked in all enterprises,TRNG_CVT_21N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Air passenger transport routes between partner airports and main airports in the United Kingdom,AVIA_PAR_UK,dataset,2024-05-17 21:00:00+00:00,2024-05-17 21:00:00+00:00,1993,2020-Q3,1993.0,,2020.0,Q3,AVIA
Hours spent in CVT courses by NACE Rev. 2 activity - hours per 1000 hours worked in all enterprises,TRNG_CVT_21N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
"Air transport by aircraft model, transport coverage and main airports",AVIA_TF_ACA,dataset,2025-04-07 21:00:00+00:00,2025-02-17 22:00:00+00:00,1993,2024-Q4,1993.0,,2024.0,Q4,AVIA
Hours spent in CVT courses by size class - hours per 1000 hours worked in all enterprises,TRNG_CVT_21S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Aircraft traffic data by reporting country,AVIA_TF_ACC,dataset,2025-04-07 21:00:00+00:00,2025-02-17 22:00:00+00:00,1993,2024-Q4,1993.0,,2024.0,Q4,AVIA
Commercial flights by reporting airport and type of schedule - monthly data (source: Eurocontrol),AVIA_TF_AIRPM,dataset,2025-04-10 21:00:00+00:00,2025-04-10 21:00:00+00:00,2019-01,2025-03,2019.0,01,2025.0,03,AVIA
Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per 1000 hours worked in enterprises providing CVT courses,TRNG_CVT_22N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
"Air transport by airline licence (EU or non-EU), main airports and transport coverage",AVIA_TF_ALA,dataset,2025-04-16 21:00:00+00:00,2025-04-16 21:00:00+00:00,1993,2025-02,1993.0,,2025.0,02,AVIA
Air transport by airline licence (EU or non-EU) and reporting airports,AVIA_TF_APAL,dataset,2025-04-16 21:00:00+00:00,2025-04-16 21:00:00+00:00,1997,2025-02,1997.0,,2025.0,02,AVIA
Hours spent in CVT courses by NACE Rev. 2 activity - hours per 1000 hours worked in enterprises providing CVT courses,TRNG_CVT_22N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Commercial flights by reporting country and type of schedule - monthly data (source: Eurocontrol),AVIA_TF_CM,dataset,2025-04-10 21:00:00+00:00,2025-04-11 21:00:00+00:00,2019-01,2025-03,2019.0,01,2025.0,03,AVIA
Hours spent in CVT courses by size class - hours per 1000 hours worked in enterprises providing CVT courses,TRNG_CVT_22S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Freight and mail air transport over national territory (including territorial sea) - million tonne-km,AVIA_TPGO,dataset,2025-03-03 22:00:00+00:00,2025-03-03 22:00:00+00:00,2008,2023,2008.0,,2023.0,,AVIA
Passenger air transport over national territory (including territorial sea) - million passenger-km,AVIA_TPPA,dataset,2025-03-03 22:00:00+00:00,2025-03-03 22:00:00+00:00,2008,2023,2008.0,,2023.0,,AVIA
Business demography by legal form and NACE Rev. 2 activity (2004-2020),BD_9AC_L_FORM_R2,dataset,2024-01-10 22:00:00+00:00,2024-01-10 22:00:00+00:00,2004,2020,2004.0,,2020.0,,BD
Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per person employed in all enterprises,TRNG_CVT_23N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
"Business demography by legal form (until 2007, NACE Rev. 1.1)",BD_9A_L_FORM,dataset,2012-06-27 09:00:00+00:00,2024-10-14 21:00:00+00:00,1997,2007,1997.0,,2007.0,,BD
Hours spent in CVT courses by NACE Rev. 2 activity - hours per person employed in all enterprises,TRNG_CVT_23N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Business demography by size class and NACE Rev. 2 activity (2004-2020),BD_9BD_SZ_CL_R2,dataset,2024-01-10 22:00:00+00:00,2024-01-10 22:00:00+00:00,2004,2020,2004.0,,2020.0,,BD
Hours spent in CVT courses by size class - hours per person employed in all enterprises,TRNG_CVT_23S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per person employed in enterprises providing CVT courses,TRNG_CVT_24N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Hours spent in CVT courses by NACE Rev. 2 activity - hours per person employed in enterprises providing CVT courses,TRNG_CVT_24N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Hours spent in CVT courses by size class - hours per person employed in enterprises providing CVT courses,TRNG_CVT_24S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per participant,TRNG_CVT_25N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Hours spent in CVT courses by NACE Rev. 2 activity - hours per participant,TRNG_CVT_25N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Hours spent in CVT courses by size class - hours per participant,TRNG_CVT_25S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Hours spent in CVT courses by type of course and NACE Rev. 1.1 activity - % of total hours spent in CVT courses,TRNG_CVT_26N1,dataset,2022-10-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
"Business demography by size class (until 2007, NACE Rev. 1.1)",BD_9B_SIZE_CL,dataset,2012-06-27 09:00:00+00:00,2023-12-21 22:00:00+00:00,1997,2007,1997.0,,2007.0,,BD
Hours spent in CVT courses by type of course and NACE Rev. 2 activity - % of total hours spent in CVT courses,TRNG_CVT_26N2,dataset,2024-08-20 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
"Preliminary results on enterprise deaths presented by legal form (until 2007, NACE Rev. 1.1)",BD_9C_L_FORM,dataset,2012-01-19 22:00:00+00:00,2024-10-14 21:00:00+00:00,2004,2007,2004.0,,2007.0,,BD
Hours spent in CVT courses by type of course and size class - % of total hours spent in CVT courses,TRNG_CVT_26S,dataset,2024-08-20 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
"Preliminary results on enterprise deaths presented by size class (until 2007, NACE Rev. 1.1)",BD_9D_SIZE_CL,dataset,2011-05-27 09:00:00+00:00,2023-12-21 22:00:00+00:00,2004,2007,2004.0,,2007.0,,BD
Hours spent in CVT courses by type of CVT planning and NACE Rev. 1.1 activity - hours per person employed in all enterprises,TRNG_CVT_27N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Employer business demography by legal form and NACE Rev. 2 activity (2004-2020),BD_9EG_L_FORM_R2,dataset,2024-01-10 22:00:00+00:00,2023-12-21 22:00:00+00:00,2004,2020,2004.0,,2020.0,,BD
